文件名,表名,导入方式,文件类型,分隔符,是否必须,源接口名,目标接口名,场次,配置文件路径,UDS接收目录,,
OFHPAMAT,CBMS_METAL_METERIAL_PARM,APPEND,FIXLENGTH,,Y,,msc,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank1\OFHPAMAT.xml,/snfs1/F-CBMS/target/msc/002/
OFHPAMEM,CBMS_OGRMENBERAGR_PARM,APPEND,FIXLENGTH,,Y,,msc,1,999999999,SKIP,D:\config\imp_config\cbms\day\corebank1\OFHPAMEM.xml,/snfs1/F-CBMS/target/msc/001/
OFJIXYDQ,CBMS_AGRMATUREM_IMP,APPEND,FIXLENGTH,,Y,,msc,2,999999999,SKIP,D:\config\imp_config\cbms\day\corebank1\OFJIXYDQ.xml,/snfs1/F-CBMS/target/msc/002/
OFQPAHGB,CBMS_PGA_HGBRANCH_PRM,APPEND,FIXLENGTH,,Y,,msc,1,999999999,SKIP,D:\config\imp_config\cbms\day\corebank1\OFQPAHGB.xml,/snfs1/F-CBMS/target/msc/001/
OFQPAPPE,CBMS_METAL_PROD_INF,APPEND,FIXLENGTH,,Y,,msc,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank1\OFQPAPPE.xml,/snfs1/F-CBMS/target/msc/001/
OFQPAPPF,CBMS_METAL_FACT,APPEND,FIXLENGTH,,Y,,msc,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank1\OFQPAPPF.xml,/snfs1/F-CBMS/target/msc/001/
OFQPAPPP,MSC_BRANDGOLD_KIND,APPEND,FIXLENGTH,,Y,,msc,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank1\OFQPAPPP.xml,/snfs1/F-CBMS/target/msc/001/
RFDLRD1,MSC_RTHPARD_PRM,APPEND,FIXLENGTH,,N,,msc,2,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank1\RFDLRD1.xml,/snfs1/F-CBMS/target/msc/002/
NFFKMSG,CBMS_CASHIMPREMIND_DTL,APPEND,FIXLENGTH,,Y,,msc,16,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank16\NFFKMSG.xml,/snfs1/F-CBMS/target/msc/016/
NKCHDTL,CBMS_BANKROLL_DTL,APPEND,FIXLENGTH,,Y,,msc,16,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank16\NKCHDTL.xml,/snfs1/F-CBMS/target/msc/016/
NKCHDTL,CBMS_BANKROLL_DTL,APPEND,FIXLENGTH,,Y,,msc,17,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank17\NKCHDTL.xml,/snfs1/F-CBMS/target/msc/017/
NFFKMSG,CBMS_CASHIMPREMIND_DTL,APPEND,FIXLENGTH,,Y,,msc,18,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank18\NFFKMSG.xml,/snfs1/F-CBMS/target/msc/018/
NKCHDTL,CBMS_BANKROLL_DTL,APPEND,FIXLENGTH,,Y,,msc,18,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank18\NKCHDTL.xml,/snfs1/F-CBMS/target/msc/018/
NKCHDTL,CBMS_BANKROLL_DTL,APPEND,FIXLENGTH,,Y,,msc,19,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank19\NKCHDTL.xml,/snfs1/F-CBMS/target/msc/019/
AFCE046,CBMS_NEWCUSTACC_IMP,APPEND,FIXLENGTH,,Y,,msc,201,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank201\AFCE046.xml,/snfs1/F-CBMS/target/msc/201/
AFKHCPCZ,CBMS_FPINLIS_DTL,APPEND,FIXLENGTH,,Y,,msc,201,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank201\AFKHCPCZ.xml,/snfs1/F-CBMS/target/msc/201/
AFWKFORM,CBMS_SKBUSINESS_DTL,APPEND,FIXLENGTH,,Y,,msc,201,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank201\AFWKFORM.xml,/snfs1/F-CBMS/target/msc/201/
NFFAMAN,CBMS_CPJJBUS_DTL,APPEND,FIXLENGTH,,Y,,msc,201,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank201\NFFAMAN.xml,/snfs1/F-CBMS/target/msc/201/
NFFKMSG,CBMS_CASHIMPREMIND_DTL,APPEND,FIXLENGTH,,Y,,msc,201,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank201\NFFKMSG.xml,/snfs1/F-CBMS/target/msc/201/
NFFKRZF,CBMS_CPJJUNSUC_DTL,APPEND,FIXLENGTH,,Y,,msc,201,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank201\NFFKRZF.xml,/snfs1/F-CBMS/target/msc/201/
BFDWKSPA,CBMS_CC_BFDWKSPA_INF,APPEND,FIXLENGTH,,Y,,msc,22,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank22\BFDWKSPA.xml,/snfs1/F-CBMS/target/msc/022/
BFDWKSPI,CBMS_CC_BFDWKSPI_INF,APPEND,FIXLENGTH,,Y,,msc,22,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank22\BFDWKSPI.xml,/snfs1/F-CBMS/target/msc/022/
BFHRTMOP,CBMS_AGTRET_IMP,APPEND,FIXLENGTH,,Y,,msc,22,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank22\BFHRTMOP.xml,/snfs1/F-CBMS/target/msc/022/
BFHRTOBM,CBMS_AGTRET_IMP,APPEND,FIXLENGTH,,Y,,msc,22,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank22\BFHRTOBM.xml,/snfs1/F-CBMS/target/msc/022/
BMBFDLKH,CBMS_CFMB_DAILY_DATA,APPEND,FIXLENGTH,,Y,,msc,22,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank22\BMBFDLKH.xml,/snfs1/F-CBMS/target/msc/022/
BMBFDLKM,CBMS_CFMB_DETAIL_DATA,APPEND,FIXLENGTH,,Y,,msc,22,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank22\BMBFDLKM.xml,/snfs1/F-CBMS/target/msc/022/
CFED114,CBMS_ECIS_FXPGCUST_DTL,APPEND,FIXLENGTH,,Y,,msc,22,999999999,SKIP,D:\config\imp_config\cbms\day\corebank22\CFED114.xml,/snfs1/F-CBMS/target/msc/022/
HDWPABND,CBMS_BONDPROD_CTL,APPEND,FIXLENGTH,,Y,,msc,22,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank22\HDWPABND.xml,/snfs1/F-CBMS/target/msc/022/
HDWPACPD,MSC_PROD_IMP,APPEND,FIXLENGTH,,Y,,msc,22,999999999,SKIP,D:\config\imp_config\cbms\day\corebank22\HDWPACPD.xml,/snfs1/F-CBMS/target/msc/022/
HDWPACTY,CBMS_UPCITY_CODE_COMP,APPEND,FIXLENGTH,null,Y,,msc,22,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank22\HDWPACTY.xml,/snfs1/F-CBMS/target/msc/022/
HDWPAMET,CBMS_CC_HDWPAMET_PAM,APPEND,FIXLENGTH,,Y,,msc,22,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank22\HDWPAMET.xml,/snfs1/F-CBMS/target/msc/022/
HDWPASPU,CBMS_CC_HDWPASPU_PAM,APPEND,FIXLENGTH,,Y,,msc,22,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank22\HDWPASPU.xml,/snfs1/F-CBMS/target/msc/022/
HDWRSLDG,CBMS_PGA_ORDERLIST,APPEND,FIXLENGTH,,Y,,msc,22,999999999,SKIP,D:\config\imp_config\cbms\day\corebank22\HDWRSLDG.xml,/snfs1/F-CBMS/target/msc/022/
HDWWKGRC,CBMS_HDWWKGRC_INF,APPEND,FIXLENGTH,,Y,,msc,22,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank22\HDWWKGRC.xml,/snfs1/F-CBMS/target/msc/022/
HDWWKGRN,CBMS_HDWWKGRN_INF,APPEND,FIXLENGTH,,Y,,msc,22,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank22\HDWWKGRN.xml,/snfs1/F-CBMS/target/msc/022/
BFWPAMOP,CBMS_BTHPAMOP_INF,APPEND,FIXLENGTH,,Y,,msc,23,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank23\BFWPAMOP.xml,/snfs1/F-CBMS/target/msc/023/
BFWPAOBM,CBMS_BTHPAOBM_INF,APPEND,FIXLENGTH,,Y,,msc,23,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank23\BFWPAOBM.xml,/snfs1/F-CBMS/target/msc/023/
HDWARMCT,CBMS_CC_BTHARMCT_INF,APPEND,FIXLENGTH,,Y,,msc,23,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank23\HDWARMCT.xml,/snfs1/F-CBMS/target/msc/023/
HDWARTYD,CBMS_CC_HDWARTYD_INF,APPEND,FIXLENGTH,,Y,,msc,23,999999999,SKIP,D:\config\imp_config\cbms\day\corebank23\HDWARTYD.xml,/snfs1/F-CBMS/target/msc/023/
HDWARTYG,CBMS_CC_HDWARTYG_INF,APPEND,FIXLENGTH,,Y,,msc,23,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank23\HDWARTYG.xml,/snfs1/F-CBMS/target/msc/023/
HDWFFDTL,CBMS_HDWFFDTL_INF,APPEND,FIXLENGTH,,Y,,msc,23,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank23\HDWFFDTL.xml,/snfs1/F-CBMS/target/msc/023/
HDWPAICM,CBMS_CC_WAYCODE_PAM,APPEND,FIXLENGTH,,Y,,msc,23,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank23\HDWPAICM.xml,/snfs1/F-CBMS/target/msc/023/
HDWPAMGR,CBMS_CC_HDWPAMGR_INF,APPEND,FIXLENGTH,,Y,,msc,23,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank23\HDWPAMGR.xml,/snfs1/F-CBMS/target/msc/023/
HDWPATER,CBMS_PRODTER_IMP,APPEND,FIXLENGTH,,Y,,msc,23,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank23\HDWPATER.xml,/snfs1/F-CBMS/target/msc/023/
HDWWKMCT,CBMS_CC_BTHWKMCT_INF,APPEND,FIXLENGTH,,Y,,msc,23,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank23\HDWWKMCT.xml,/snfs1/F-CBMS/target/msc/023/
NDCOMGF,CBMS_MNGCARG_IMP,APPEND,FIXLENGTH,,Y,,msc,23,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank23\NDCOMGF.xml,/snfs1/F-CBMS/target/msc/023/
NDRSASPA,CBMS_NDRSASPA_TMP,APPEND,FIXLENGTH,,Y,,msc,23,999999999,SKIP,D:\config\imp_config\cbms\day\corebank23\NDRSASPA.xml,/snfs1/F-CBMS/target/msc/023/
CFCTMEG,MSC_CISMERGE_CTL,APPEND,FIXLENGTH,,Y,,msc,25,999999999,SKIP,D:\config\imp_config\cbms\day\corebank25\CFCTMEG.xml,/snfs1/F-CBMS/target/msc/025/
CFPTMEG,CBMS_PCISMERGE_CTL,APPEND,FIXLENGTH,,Y,,msc,25,999999999,SKIP,D:\config\imp_config\cbms\day\corebank25\CFPTMEG.xml,/snfs1/F-CBMS/target/msc/025/
BFHWKAI,CBMS_CC_COMPROM_INF,TRUNCATE,FIXLENGTH,,Y,,msc,4,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank4\BFHWKAI.xml,/snfs1/F-CBMS/target/msc/004/
BFHWKAMI,CBMS_CC_PROMTRADED_DTL,APPEND,FIXLENGTH,,Y,,msc,4,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank4\BFHWKAMI.xml,/snfs1/F-CBMS/target/msc/004/
KFCBINFB,CBMS_KFCBINFB_IMP,APPEND,FIXLENGTH,,Y,,msc,4,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank4\KFCBINFB.xml,/snfs1/F-CBMS/target/msc/004/
KFJGRETR,CBMS_KFJGRETR_IMP,APPEND,FIXLENGTH,,N,,msc,4,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank4\KFJGRETR.xml,/snfs1/F-CBMS/target/msc/004/
KFPAATS,CBMS_HSDMKMDZ_IMP,APPEND,FIXLENGTH,,Y,,msc,4,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank4\KFPAATS.xml,/snfs1/F-CBMS/target/msc/004/
KFPCBCK,CBMS_BRHOPRDATMOV_INFO,APPEND,FIXLENGTH,,Y,,msc,4,999999999,SKIP,D:\config\imp_config\cbms\day\corebank4\KFPCBCK.xml,/snfs1/F-CBMS/target/msc/004/
NEPARAT,MSC_INTRATE_IMP,APPEND,FIXLENGTH,,Y,,msc,4,999999999,SKIP,D:\config\imp_config\cbms\day\corebank4\NEPARAT.xml,/snfs1/F-CBMS/target/msc/004/
NFJQERR,CBMS_ACCTGROUP_PROTOCOL_RSLT,APPEND,FIXLENGTH,,Y,,msc,4,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank4\NFJQERR.xml,/snfs1/F-CBMS/target/msc/004/
NFPABQC,MSC_BRCHCHG_TMP_INF,APPEND,FIXLENGTH,,Y,,msc,4,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank4\NFPABQC.xml,/snfs1/F-CBMS/target/msc/004/
NFPABRP,CBMS_HPCPABRP,APPEND,FIXLENGTH,,Y,,msc,4,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank4\NFPABRP.xml,/snfs1/F-CBMS/target/msc/004/
NFPACVT,CBMS_SUPERVISE_USETYPE,APPEND,FIXLENGTH,,Y,,msc,4,999999999,SKIP,D:\config\imp_config\cbms\day\corebank4\NFPACVT.xml,/snfs1/F-CBMS/target/msc/004/
NFPAFEE,CBMS_FENRATE_INF,APPEND,FIXLENGTH,,Y,,msc,4,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank4\NFPAFEE.xml,/snfs1/F-CBMS/target/msc/004/
NFPAFEP,CBMS_ENCHG_PROD_INF,APPEND,FIXLENGTH,,Y,,msc,4,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank4\NFPAFEP.xml,/snfs1/F-CBMS/target/msc/004/
NFPAPFR,CBMS_PROD_RATE_TMP,APPEND,FIXLENGTH,,Y,,msc,4,999999999,SKIP,D:\config\imp_config\cbms\day\corebank4\NFPAPFR.xml,/snfs1/F-CBMS/target/msc/004/
NFPAPRD,MSC_PRODUCT_IMP,APPEND,FIXLENGTH,,Y,,msc,4,999999999,SKIP,D:\config\imp_config\cbms\day\corebank4\NFPAPRD.xml,/snfs1/F-CBMS/target/msc/004/
NFREFEC,CBMS_AGR_RETFILE,APPEND,FIXLENGTH,,Y,,msc,4,999999999,SKIP,D:\config\imp_config\cbms\day\corebank4\NFREFEC.xml,/snfs1/F-CBMS/target/msc/004/
NFRESFC,CBMS_AGR_RETFILE,APPEND,FIXLENGTH,,Y,,msc,4,999999999,SKIP,D:\config\imp_config\cbms\day\corebank4\NFRESFC.xml,/snfs1/F-CBMS/target/msc/004/
NKCHDTL,CBMS_BANKROLL_DTL,APPEND,FIXLENGTH,,Y,,msc,4,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank4\NKCHDTL.xml,/snfs1/F-CBMS/target/msc/004/
NFFKMSG,CBMS_CASHIMPREMIND_DTL,APPEND,FIXLENGTH,,Y,,msc,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\corebank8\NFFKMSG.xml,/snfs1/F-CBMS/target/msc/008/
EDI_ZMSC_CRDT_CUST_CAP_TRAN0000000000,CBMS_CRCUST_BANKROLL,APPEND,FIXLENGTH,,N,EDI,MSC,10,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\edi\EDI_ZMSC_CRDT_CUST_CAP_TRAN.xml,/snfs1/F-CBMS/target/MSC/EDI/010/
EDI_ZMSC_CRDT_CUST_CAP_TRAN_LOAN0000000000,CBMS_CRCUST_BANKROLL_LOAN,APPEND,FIXLENGTH,,N,EDI,MSC,10,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\edi\EDI_ZMSC_CRDT_CUST_CAP_TRAN_LOAN.xml,/snfs1/F-CBMS/target/MSC/EDI/010/
EDI_ZMSC_CUST_DISCNT_FIN,CBMS_CCUA_BILL_IMP,APPEND,SEPARATOR,27,Y,EDI,MSC,10,999999999,SKIP,D:\config\imp_config\cbms\day\edi\EDI_ZMSC_CUST_DISCNT_FIN.xml,/snfs1/F-CBMS/target/MSC/EDI/010/
EDI_ZMSC_CUST_OTHER_FIN,CBMS_CCUA_TABLEOUT_IMP,APPEND,SEPARATOR,27,Y,EDI,MSC,10,999999999,SKIP,D:\config\imp_config\cbms\day\edi\EDI_ZMSC_CUST_OTHER_FIN.xml,/snfs1/F-CBMS/target/MSC/EDI/010/
EDI_ZMSC_CUST_UNCRDT_FIN,CBMS_CCUA_UNCRDT_FINC_IMP,TRUNCATE,SEPARATOR,27,N,EDI,MSC,10,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\edi\EDI_ZMSC_CUST_UNCRDT_FIN.xml,/snfs1/F-CBMS/target/MSC/EDI/010/
C_EDWMSC101,CBMS_ACCINFREPORT_DTL,APPEND,FIXLENGTH,,Y,EDW,MSC,9,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\edw\C_EDWMSC101.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
C_EDWMSC102,CBMS_CASHREPROT_DTL,APPEND,FIXLENGTH,,Y,EDW,MSC,9,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\edw\C_EDWMSC102.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
C_EDWMSC201,CBMS_GCREPORT_IMP,APPEND,SEPARATOR,27,Y,EDW,MSC,9,999999999,SKIP,D:\config\imp_config\cbms\day\edw\C_EDWMSC201.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
EDWMSC038,CBMS_KXHREPORT_INF,APPEND,FIXLENGTH,,N,EDW,MSC,9,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDWMSC038.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
EDWMSC039,CBMS_HMCHGREPORT_INF,APPEND,FIXLENGTH,,N,EDW,MSC,9,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDWMSC039.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
EDWMSC040,CBMS_FRCHGREPORT_INF,APPEND,FIXLENGTH,,N,EDW,MSC,9,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDWMSC040.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
EDWMSC041,CBMS_LXADRCHGREPORT_INF,APPEND,FIXLENGTH,,N,EDW,MSC,9,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDWMSC041.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
EDWMSC042,CBMS_DJBLREPORT_INF,APPEND,FIXLENGTH,,N,EDW,MSC,9,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDWMSC042.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
EDWMSC043,CBMS_PZGSREPORT_INF,APPEND,FIXLENGTH,,N,EDW,MSC,9,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDWMSC043.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
EDWMSC044,CBMS_QDGKREPORT_INF,APPEND,FIXLENGTH,,N,EDW,MSC,9,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDWMSC044.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
EDWMSC045,CBMS_DBZFKZREPORT_INF,APPEND,FIXLENGTH,,N,EDW,MSC,9,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDWMSC045.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
EDWMSC046,CBMS_LJZFKZREPORT_INF,APPEND,FIXLENGTH,,N,EDW,MSC,9,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDWMSC046.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
EDWMSC047,CBMS_YEKZREPORT_INF,APPEND,FIXLENGTH,,N,EDW,MSC,9,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDWMSC047.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
EDWM_CASH_EMAIL,CBMS_CASH_EMAIL_IMP,APPEND,FIXLENGTH,,Y,EDW,MSC,9,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\edw\EDWM_CASH_EMAIL.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
EDW_ADH_CAMP_ACTIV,CBMS_JZYX_MARKETACT_INF,APPEND,SEPARATOR,27,Y,EDW,MSC,9,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\edw\EDW_ADH_CAMP_ACTIV.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
EDW_ADH_TARGET_CUSTLIST,CBMS_JZYX_MACTCUST_INF,APPEND,SEPARATOR,27,Y,EDW,MSC,9,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\edw\EDW_ADH_TARGET_CUSTLIST.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
EDW_C_WCM_PAY_CNT_REMIND_D,CBMS_PAYCNT_ALM_DTL,APPEND,FIXLENGTH,,Y,EDW,MSC,9,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\edw\EDW_C_WCM_PAY_CNT_REMIND_D.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
EDW_ZMSC_CUST_RET_RATIO,CBMS_OCUSTRATE_IMP,TRUNCATE,FIXLENGTH,,N,EDW,MSC,9,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_ZMSC_CUST_RET_RATIO.xml,/snfs1/F-CBMS/target/MSC/EDW/009/
EDW_ZMSC_PARTY_LIST,CBMS_OTCUST_NOPEN,APPEND,FIXLENGTH,,Y,BDP,MSC,16,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\edw\EDW_ZMSC_PARTY_LIST.xml,/snfs1/F-CBMS/target/MSC/BDP/016/
EDW_ZMSC_PAY_LOST_LIST,CBMS_PAYLOST_INF,APPEND,FIXLENGTH,,Y,BDP,MSC,16,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\edw\EDW_ZMSC_PAY_LOST_LIST.xml,/snfs1/F-CBMS/target/MSC/BDP/016/
EDW_ZMSC_POTX_CUST_DTL,CBMS_OTCUST_IMP,TRUNCATE,FIXLENGTH,,Y,BDP,MSC,16,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_ZMSC_POTX_CUST_DTL.xml,/snfs1/F-CBMS/target/MSC/BDP/016/
EDW_ZMSC_SAME_CUST_DTL,CBMS_SAME_CUST_IMP,TRUNCATE,FIXLENGTH,,Y,BDP,MSC,16,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\edw\EDW_ZMSC_SAME_CUST_DTL.xml,/snfs1/F-CBMS/target/MSC/BDP/016/
EDW_ZMSC_WHCUST_LIST,CBMS_WHCUST_LIST_IMP,TRUNCATE,FIXLENGTH,,Y,BDP,MSC,16,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\edw\EDW_ZMSC_WHCUST_LIST.xml,/snfs1/F-CBMS/target/MSC/BDP/016/
EDW_Z_CBM001,CBMS_EDW_MATCHRESULT_CUST,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM001.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
EDW_Z_CBM002,CBMS_EDW_MATCHRESULT_CUST,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM002.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
EDW_Z_CBM003,CBMS_EDW_MATCHRESULT_CUST,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM003.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
EDW_Z_CBM004,CBMS_EDW_MATCHRESULT_CUST,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM004.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
EDW_Z_CBM005,CBMS_EDW_MATCHRESULT_CUST,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM005.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
EDW_Z_CBM006,CBMS_EDW_MATCHRESULT_CUST,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM006.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
EDW_Z_CBM007,CBMS_EDW_MATCHRESULT_ACC,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM007.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
EDW_Z_CBM008,CBMS_EDW_MATCHRESULT_ACC,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM008.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
EDW_Z_CBM009,CBMS_EDW_MATCHRESULT_ACC,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM009.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
EDW_Z_CBM010,CBMS_EDW_MATCHRESULT_ACC,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM010.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
EDW_Z_CBM011,CBMS_EDW_MATCHRESULT_ACC,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM011.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
EDW_Z_CBM012,CBMS_EDW_MATCHRESULT_ACC,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM012.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
EDW_Z_CBM013,CBMS_EDW_MATCHRESULT_EXACT,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM013.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
EDW_Z_CBM014,CBMS_EDW_MATCHRESULT_EXACT,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM014.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
EDW_Z_CBM015,CBMS_EDW_MATCHRESULT_EXACT,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM015.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
EDW_Z_CBM016,CBMS_EDW_MATCHRESULT_EXACT,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM016.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
EDW_Z_CBM017,CBMS_EDW_MATCHRESULT_EXACT,APPEND,FIXLENGTH,,N,EDW,MSC,18,999999999,SKIP,D:\config\imp_config\cbms\day\edw\EDW_Z_CBM017.xml,/snfs1/F-CBMS/target/MSC/EDW/018/
